state,state_id,county_name,county_id,total_population,percent_non_white,hispanic,percent_hispanic,white,percent_white,black,percent_black,amer_indian,percent_ai,asian,percent_asian,nat_haw_pac_isl,percent_nh,other,percent_other
MI,26,MACOMB,99,788149,0.067786675,12435,0.015777474,721882,0.915920721,21151,0.026836296,2255,0.002861134,16743,0.021243445,157,0.000199201,685,0.000869125
MI,26,MANISTEE,101,24527,0.057854565,639,0.026052921,22781,0.928813145,388,0.015819301,302,0.012312961,77,0.003139397,2,8.15E-05,11,0.000448485
MI,26,MARQUETTE,103,64634,0.040644244,444,0.00686945,61205,0.946947427,846,0.013089086,956,0.014790977,314,0.004858124,13,0.000201133,54,0.000835474
MI,26,MASON,105,28274,0.048065361,852,0.030133692,26576,0.939944826,200,0.007073637,211,0.007462687,78,0.002758718,5,0.000176841,13,0.000459786
MI,26,MECOSTA,107,40553,0.064680788,520,0.012822726,37259,0.918772964,1450,0.035755678,247,0.006090795,346,0.008532044,15,0.000369886,45,0.001109659
MI,26,MENOMINEE,109,25326,0.03277266,190,0.007502172,24270,0.958303719,25,0.000987128,552,0.021795783,54,0.002132196,1,3.95E-05,8,0.000315881
MI,26,MIDLAND,111,82874,0.045490744,1287,0.015529599,78333,0.945205975,857,0.010341,312,0.003764751,1225,0.014781475,26,0.000313729,63,0.00076019
MI,26,MISSAUKEE,113,14478,0.021135516,169,0.011672883,14030,0.9690565,27,0.001864898,69,0.004765852,35,0.002417461,0,0,6,0.000414422
MI,26,MONROE,115,145945,0.047511077,3110,0.021309397,137391,0.941388879,2686,0.018404193,351,0.002405016,674,0.004618178,11,7.54E-05,102,0.000698893
MI,26,MONTCALM,117,61266,0.052557699,1394,0.02275324,57313,0.935478079,1308,0.021349525,330,0.005386348,154,0.002513629,21,0.000342768,13,0.000212189
MI,26,MONTMORENCY,119,10315,0.013184683,67,0.006495395,10094,0.978574891,25,0.002423655,35,0.003393117,9,0.000872516,0,0,0,0
MI,26,MUSKEGON,121,170200,0.188419499,6001,0.035258519,135379,0.795411281,23971,0.140840188,1237,0.00726792,711,0.004177438,16,9.40E-05,133,0.000781434
MI,26,NEWAYGO,123,47874,0.059238836,1845,0.038538664,44508,0.929690437,519,0.010840958,286,0.005974015,138,0.002882567,10,0.000208882,38,0.00079375
MI,26,OAKLAND,125,1194156,0.169753365,28999,0.024284097,971752,0.813756327,119708,0.100244859,2854,0.002389972,49212,0.041210696,258,0.000216052,1681,0.001407689
MI,26,OCEANA,127,26873,0.130986493,3119,0.116064451,23066,0.858333643,77,0.00286533,242,0.009005321,66,0.002455997,8,0.000297697,8,0.000297697
MI,26,OGEMAW,129,21645,0.022730423,252,0.011642412,20906,0.965858166,28,0.001293601,121,0.005590206,81,0.003742204,7,0.0003234,3,0.0001386
MI,26,ONTONAGON,131,7818,0.020081862,58,0.007418777,7567,0.967894602,2,0.00025582,74,0.009465336,14,0.001790739,2,0.00025582,7,0.00089537
MI,26,OSCEOLA,133,23197,0.020563004,230,0.009915075,22461,0.968271759,79,0.003405613,111,0.004785102,48,0.002069233,4,0.000172436,5,0.000215545
MI,26,OSCODA,135,9418,0.017413463,89,0.009449989,9162,0.972818008,8,0.000849437,60,0.006370779,6,0.000637078,1,0.00010618,0,0
MI,26,OTSEGO,137,23301,0.019140809,175,0.007510407,22603,0.970044204,42,0.001802498,136,0.005836659,79,0.003390412,9,0.00038625,5,0.000214583
MI,26,OTTAWA,139,238314,0.104370703,16692,0.070042045,211058,0.885629883,2380,0.009986824,681,0.002857574,4940,0.020728954,32,0.000134277,148,0.000621029
MI,26,PRESQUE ISLE,141,14411,0.015543682,79,0.005481924,14079,0.976962043,37,0.002567483,83,0.005759489,22,0.001526612,0,0,3,0.000208174
MI,26,ROSCOMMON,143,25469,0.019985079,204,0.008009737,24795,0.973536456,81,0.003180337,158,0.00620362,49,0.001923907,10,0.000392634,7,0.000274844
MI,26,SAGINAW,145,210039,0.263346355,14075,0.067011365,151977,0.723565624,38675,0.184132471,698,0.003323192,1648,0.007846162,16,7.62E-05,201,0.000956965
MI,26,SANILAC,151,44547,0.036792557,1239,0.027813321,42518,0.954452601,120,0.002693784,152,0.003412127,113,0.002536647,3,6.73E-05,12,0.000269378
MI,26,SCHOOLCRAFT,153,8903,0.091317534,83,0.0093227,7846,0.881275974,140,0.015725037,533,0.05986746,37,0.004155903,0,0,20,0.002246434
MI,26,SHIAWASSEE,155,71687,0.027131837,1295,0.018064642,69016,0.962740804,135,0.001883187,293,0.004087212,199,0.002775957,8,0.000111596,15,0.000209243
MI,26,ST. CLAIR,147,164235,0.051511554,3593,0.021877188,153893,0.937029257,3381,0.020586355,742,0.004517916,637,0.003878589,26,0.00015831,81,0.000493196
MI,26,ST. JOSEPH,149,62422,0.074861448,2488,0.039857742,56994,0.913043478,1561,0.025007209,208,0.003332159,353,0.005655058,4,6.41E-05,59,0.00094518
MI,26,TUSCOLA,157,58266,0.042666392,1342,0.0230323,55200,0.947379261,613,0.010520715,322,0.005526379,175,0.003003467,10,0.000171627,24,0.000411904
MI,26,VAN BUREN,159,76263,0.138219107,5634,0.073875929,64466,0.845311619,3939,0.05165021,651,0.00853625,226,0.002963429,4,5.25E-05,87,0.001140789
MI,26,WASHTENAW,161,322895,0.218176187,8839,0.027374224,245033,0.758862788,39326,0.121791914,1042,0.003227055,20270,0.062775825,107,0.000331377,864,0.002675792
MI,26,WAYNE,163,2061162,0.478779445,77207,0.037457997,1028984,0.499225194,864627,0.419485222,6582,0.003193344,34837,0.016901631,398,0.000193095,3191,0.001548156
MI,26,WEXFORD,165,30484,0.023651752,307,0.010070857,29469,0.966703845,54,0.001771421,215,0.00705288,126,0.004133316,6,0.000196825,13,0.000426453
MN,27,AITKIN,1,15301,0.032677603,92,0.006012679,14698,0.960590811,31,0.002026011,340,0.02222077,27,0.001764591,3,0.000196066,7,0.000457486
MN,27,ANOKA,3,298084,0.0569571,4961,0.01664296,276586,0.92787939,4683,0.015710337,1970,0.006608875,5010,0.016807343,60,0.000201286,294,0.000986299
MN,27,BECKER,5,30000,0.0881,230,0.007666667,26699,0.889966667,54,0.0018,2229,0.0743,108,0.0036,4,0.000133333,18,6.00E-04
MN,27,BELTRAMI,7,39650,0.219974779,394,0.009936948,30243,0.762749054,139,0.003505675,7940,0.200252207,223,0.005624212,5,0.000126103,21,0.000529634
MN,27,BENTON,9,34226,0.034184538,307,0.008969789,32768,0.957400806,262,0.007654999,162,0.004733244,390,0.011394846,16,0.000467481,33,0.000964179
MN,27,BIG STONE,11,5820,0.01443299,20,0.003436426,5719,0.982646048,10,0.001718213,28,0.004810997,24,0.004123711,0,0,2,0.000343643
MN,27,BLUE EARTH,13,55941,0.050589014,988,0.017661465,52620,0.940633882,658,0.011762393,137,0.002449009,988,0.017661465,34,0.000607783,25,0.000446899
MN,27,BROWN,15,26911,0.026346086,545,0.020251942,26080,0.969120434,20,0.000743191,26,0.000966148,109,0.004050388,2,7.43E-05,7,0.000260117
MN,27,CARLTON,17,31671,0.073000488,266,0.008398851,28907,0.912727732,297,0.009377664,1621,0.05118247,112,0.003536358,2,6.31E-05,14,0.000442045
MN,27,CARVER,19,70205,0.049127555,1791,0.025511003,66268,0.943921373,399,0.005683356,119,0.001695036,1085,0.01545474,9,0.000128196,46,0.000655224
MN,27,CASS,21,27150,0.124935544,220,0.008103131,23377,0.861031308,31,0.001141805,3056,0.112559853,70,0.002578269,5,0.000184162,10,0.000368324
MN,27,CHIPPEWA,23,13088,0.034000612,251,0.019177873,12550,0.958893643,21,0.001604523,124,0.009474328,39,0.002979829,3,0.000229218,7,0.000534841
MN,27,CHISAGO,25,41101,0.028466461,473,0.011508236,39640,0.96445342,197,0.004793071,182,0.004428116,285,0.006934138,6,0.000145982,27,0.000656918
MN,27,CLAY,27,51229,0.064182397,1872,0.036541802,47330,0.923890765,261,0.005094771,688,0.013429893,439,0.008569365,14,0.000273283,14,0.000273283
MN,27,CLEARWATER,29,8423,0.095690371,65,0.007716965,7507,0.891250148,16,0.001899561,704,0.083580672,21,0.002493173,0,0,0,0
MN,27,COOK,31,5168,0.089589784,39,0.00754644,4609,0.891834365,15,0.002902477,387,0.074883901,17,0.003289474,2,0.000386997,3,0.000580495
MN,27,COTTONWOOD,33,12167,0.045039862,267,0.021944604,11509,0.94591929,39,0.003205392,26,0.002136928,197,0.016191337,7,0.000575327,12,0.000986274
MN,27,CROW WING,35,55099,0.020671882,381,0.006914826,53580,0.972431442,167,0.003030908,415,0.007531897,151,0.002740522,7,0.000127044,18,0.000326685
MN,27,DAKOTA,37,355904,0.085587687,10459,0.029387138,320242,0.899798822,7941,0.022312197,1203,0.003380125,10220,0.028715609,138,0.000387745,500,0.001404873
MN,27,DODGE,39,17731,0.037899725,530,0.029891151,16974,0.957306412,35,0.001973944,31,0.00174835,72,0.004060685,1,5.64E-05,3,0.000169195
MN,27,DOUGLAS,41,32821,0.01422869,193,0.005880381,32216,0.98156668,58,0.001767161,74,0.002254654,130,0.003960879,9,0.000274215,3,9.14E-05
MN,27,FARIBAULT,43,16181,0.043137011,566,0.034979297,15402,0.951857116,39,0.002410234,29,0.001792225,57,0.00352265,6,0.000370805,1,6.18E-05
MN,27,FILLMORE,45,21122,0.009516156,113,0.005349872,20823,0.985844144,34,0.001609696,21,0.000994224,31,0.001467664,0,0,2,9.47E-05
MN,27,FREEBORN,47,32584,0.072121307,2049,0.062883624,30061,0.922569359,65,0.001994844,59,0.001810705,171,0.005247974,2,6.14E-05,4,0.00012276
MN,27,GOODHUE,49,44127,0.032791714,473,0.010719061,42405,0.960976273,273,0.006186688,412,0.009336687,250,0.005665466,12,0.000271942,27,0.00061187
MN,27,GRANT,51,6289,0.011607569,33,0.005247257,6170,0.981078073,13,0.002067101,16,0.002544125,11,0.001749086,0,0,0,0
MN,27,HENNEPIN,53,1116200,0.188287045,45439,0.040708654,881016,0.789299409,98698,0.088423222,10212,0.009148898,53229,0.04768769,473,0.000423759,2115,0.001894822
MN,27,HOUSTON,55,19718,0.014758089,121,0.006136525,19338,0.980728269,58,0.002941475,32,0.001622883,73,0.003702201,3,0.000152145,4,0.00020286
MN,27,HUBBARD,57,18376,0.032270334,124,0.006747932,17625,0.959131476,32,0.001741402,381,0.020733566,47,0.002557684,1,5.44E-05,8,0.00043535
MN,27,ISANTI,59,31287,0.020487744,259,0.008278199,30383,0.97110621,78,0.002493048,169,0.005401605,120,0.003835459,4,0.000127849,11,0.000351584
MN,27,ITASCA,61,43992,0.043917076,263,0.00597836,41494,0.943216949,69,0.001568467,1448,0.032915075,120,0.002727769,10,0.000227314,22,0.000500091
MN,27,JACKSON,63,11268,0.03487753,210,0.018636848,10839,0.961927583,10,0.000887469,13,0.00115371,155,0.013755769,0,0,5,0.000443734
MN,27,KANABEC,65,14996,0.023873034,140,0.009335823,14490,0.966257669,22,0.001467058,117,0.007802081,66,0.004401174,5,0.000333422,8,0.000533476
MN,27,KANDIYOHI,67,41203,0.091571002,3295,0.079969905,37212,0.903138121,173,0.004198723,115,0.002791059,152,0.003689052,25,0.000606752,13,0.000315511
MN,27,KITTSON,69,5285,0.019489121,67,0.012677389,5142,0.972942289,8,0.001513718,14,0.002649007,13,0.002459792,0,0,1,0.000189215
MN,27,KOOCHICHING,71,14355,0.030860327,81,0.005642633,13744,0.957436433,27,0.001880878,304,0.02117729,24,0.001671891,4,0.000278649,3,0.000208986
MN,27,LAC QUI PARLE,73,8067,0.009421098,21,0.002603198,7965,0.987355894,13,0.001611504,15,0.001859427,26,0.003223007,0,0,1,0.000123962
MN,27,LAKE,75,11058,0.015463886,63,0.005697233,10803,0.976939772,11,0.000994755,75,0.00678242,18,0.001627781,1,9.04E-05,3,0.000271297
MN,27,LAKE OF THE WOODS,77,4522,0.022998673,29,0.006413092,4373,0.967049978,12,0.002653693,51,0.011278195,11,0.002432552,0,0,1,0.000221141
MN,27,LE SUEUR,79,25426,0.046763154,997,0.03921183,24097,0.947730669,38,0.001494533,65,0.002556438,76,0.002989066,10,0.000393298,3,0.000117989
MN,27,LINCOLN,81,6429,0.013999066,55,0.008554985,6329,0.984445481,3,0.000466636,18,0.002799813,13,0.002022087,0,0,1,0.000155545
MN,27,LYON,83,25425,0.07449361,1009,0.039685349,23338,0.917915438,364,0.014316618,75,0.002949853,423,0.016637168,5,0.000196657,18,0.000707965
MN,27,MAHNOMEN,87,5190,0.294219653,46,0.008863198,3252,0.626589595,7,0.001348748,1465,0.282273603,3,0.000578035,0,0,6,0.001156069
MN,27,MARSHALL,89,10155,0.034662727,298,0.02934515,9750,0.960118168,9,0.000886263,28,0.002757262,17,0.001674052,0,0,0,0
MN,27,MARTIN,91,21802,0.027520412,421,0.019310155,21100,0.967801119,53,0.00243097,21,0.000963214,90,0.004128062,5,0.000229337,10,0.000458674
MN,27,MCLEOD,85,34898,0.046621582,1268,0.03633446,33108,0.948707662,67,0.001919881,56,0.001604676,189,0.005415783,17,0.000487134,30,0.000859648
MN,27,MEEKER,93,22644,0.028970185,487,0.021506801,21907,0.967452747,39,0.001722311,36,0.001589825,84,0.003709592,1,4.42E-05,9,0.000397456
MN,27,MILLE LACS,95,22330,0.061218091,214,0.00958352,20760,0.929690999,59,0.002642185,1032,0.046215853,45,0.002015226,3,0.000134348,14,0.000626959
MN,27,MORRISON,97,31712,0.014537084,203,0.006401362,31094,0.980512109,65,0.002049697,99,0.003121847,78,0.002459637,11,0.000346872,5,0.000157669
MN,27,MOWER,99,38603,0.064580463,1646,0.042639173,35884,0.92956506,206,0.005336373,51,0.001321141,564,0.014610263,2,5.18E-05,24,0.000621713
MN,27,MURRAY,101,9165,0.019749044,135,0.014729951,8930,0.974358974,7,0.000763775,18,0.001963993,19,0.002073104,2,0.000218221,0,0
MN,27,NICOLLET,103,29771,0.039434349,535,0.017970508,28405,0.954116422,232,0.007792819,59,0.001981794,335,0.011252561,5,0.000167949,8,0.000268718
MN,27,NOBLES,105,20832,0.163450461,2325,0.111607143,17232,0.82718894,212,0.010176651,42,0.002016129,816,0.039170507,0,0,10,0.000480031
MN,27,NORMAN,107,7442,0.052405267,227,0.030502553,6957,0.934829347,7,0.000940607,121,0.01625907,23,0.003090567,0,0,12,0.00161247
MN,27,OLMSTED,109,124277,0.096429749,2959,0.023809715,110598,0.889931363,3293,0.02649726,286,0.002301311,5270,0.042405272,39,0.000313815,137,0.001102376
MN,27,OTTER TAIL,111,57159,0.02893685,957,0.01674277,55137,0.964624993,160,0.002799209,269,0.004706171,250,0.004373764,13,0.000227436,5,8.75E-05
MN,27,PENNINGTON,113,13584,0.029151944,169,0.012441107,13095,0.964001767,27,0.001987633,108,0.00795053,80,0.005889282,6,0.000441696,6,0.000441696
MN,27,PINE,115,26530,0.060309083,465,0.017527328,24702,0.931096871,335,0.012627214,699,0.026347531,80,0.003015454,8,0.000301545,13,0.000490011
MN,27,PIPESTONE,117,9895,0.027791814,69,0.006973219,9538,0.963921172,17,0.001718039,138,0.013946438,45,0.004547751,1,0.000101061,5,0.000505306
MN,27,POLK,119,31369,0.065733729,1502,0.047881667,28994,0.92428831,86,0.00274156,381,0.012145749,91,0.002900953,2,6.38E-05,0,0
MN,27,POPE,121,11236,0.010056961,57,0.00507298,11078,0.985938056,23,0.002046992,20,0.001779993,9,0.000800997,1,8.90E-05,3,0.000266999
MN,27,RAMSEY,123,511035,0.22376941,26979,0.052792862,384648,0.752684258,37978,0.074315849,3677,0.007195202,44633,0.087338441,284,0.000555735,803,0.001571321
MN,27,RED LAKE,125,4299,0.023959061,13,0.003023959,4181,0.972551756,8,0.001860898,79,0.018376367,3,0.000697837,0,0,0,0
MN,27,REDWOOD,127,16815,0.04775501,192,0.011418376,15879,0.944335415,22,0.001308356,526,0.031281594,53,0.003151948,9,0.000535236,1,5.95E-05
MN,27,RENVILLE,129,17154,0.058003964,876,0.051066807,16085,0.937682173,10,0.000582954,75,0.004372158,30,0.001748863,2,0.000116591,2,0.000116591
MN,27,RICE,131,56665,0.086737845,3117,0.0550075,51257,0.904561899,713,0.012582723,182,0.003211859,823,0.014523957,17,0.000300009,63,0.001111797
MN,27,ROCK,133,9721,0.02859788,124,0.012755889,9396,0.966567226,52,0.005349244,41,0.004217673,58,0.005966464,1,0.00010287,2,0.00020574
MN,27,ROSEAU,135,16338,0.036785408,71,0.004345697,15625,0.956359408,20,0.00122414,224,0.013710368,279,0.017076754,3,0.000183621,4,0.000244828
MN,27,SCOTT,139,89498,0.065353415,2381,0.026603946,82733,0.924411719,802,0.008961094,664,0.00741916,1928,0.021542381,18,0.000201122,56,0.000625712
MN,27,SHERBURNE,141,64417,0.02989894,709,0.011006411,61935,0.961469798,542,0.008413928,266,0.004129345,368,0.005712778,12,0.000186286,29,0.000450192
MN,27,SIBLEY,143,15356,0.061604584,834,0.054311018,14337,0.933641573,15,0.000976817,33,0.002148997,50,0.003256056,0,0,14,0.000911696
MN,27,ST. LOUIS,137,200528,0.043609871,1597,0.007963975,189314,0.944077635,1676,0.008357935,3984,0.01986755,1327,0.00661753,50,0.000249342,111,0.000553539
MN,27,STEARNS,145,133166,0.040603456,1827,0.013719718,126764,0.951924665,1064,0.007990027,328,0.002463091,2086,0.015664659,38,0.000285358,64,0.000480603
MN,27,STEELE,147,33680,0.058194774,1266,0.037589074,31414,0.932719715,357,0.010599762,30,0.000890736,284,0.008432304,0,0,23,0.000682898
MN,27,STEVENS,149,10053,0.033820776,90,0.008952551,9627,0.95762459,92,0.009151497,67,0.006664677,86,0.00855466,1,9.95E-05,4,0.000397891
MN,27,SWIFT,151,11956,0.087571093,320,0.026764804,10728,0.897290064,319,0.026681164,59,0.004934761,167,0.013967882,179,0.014971562,3,0.00025092
MN,27,TODD,153,24426,0.02607879,463,0.018955212,23603,0.966306395,27,0.00110538,65,0.002661099,76,0.003111439,2,8.19E-05,4,0.00016376
MN,27,TRAVERSE,155,4134,0.042089985,50,0.012094823,3946,0.954523464,1,0.000241896,110,0.026608612,11,0.002660861,2,0.000483793,0,0
MN,27,WABASHA,157,21610,0.026006478,364,0.016844054,20968,0.970291532,53,0.002452568,46,0.002128644,93,0.004303563,0,0,6,0.000277649
MN,27,WADENA,159,13713,0.021877052,128,0.009334208,13340,0.972799533,65,0.004740028,73,0.005323416,25,0.001823088,4,0.000291694,5,0.000364618
MN,27,WASECA,161,19526,0.062224726,566,0.028986992,18198,0.931988118,435,0.022277988,111,0.005684728,89,0.004558025,6,0.000307283,8,0.00040971
MN,27,WASHINGTON,163,201130,0.063371949,3892,0.019350669,186133,0.925436285,3612,0.017958534,747,0.003714016,4279,0.021274797,59,0.000293343,157,0.00078059
MN,27,WATONWAN,165,11876,0.165712359,1804,0.151902998,9848,0.829235433,36,0.003031324,25,0.002105086,100,0.008420344,2,0.000168407,1,8.42E-05
MN,27,WILKIN,167,7138,0.022695433,110,0.015410479,6912,0.96833847,11,0.001541048,30,0.004202858,10,0.001400953,1,0.000140095,0,0
MN,27,WINONA,169,49985,0.042412724,686,0.013724117,47522,0.950725218,384,0.007682305,83,0.001660498,931,0.018625588,9,0.000180054,27,0.000540162
MN,27,WRIGHT,171,89986,0.020881025,994,0.011046163,87489,0.972251239,232,0.002578179,228,0.002533727,385,0.004278443,10,0.000111128,30,0.000333385
MN,27,YELLOW MEDICINE,173,11080,0.040523512,195,0.017599278,10569,0.953880866,9,0.000812274,224,0.020216606,18,0.001624549,1,9.03E-05,2,0.000180505
MO,29,ADAIR,1,24977,0.041398087,315,0.012611603,23738,0.950394363,291,0.011650719,57,0.0022821,347,0.013892781,11,0.000440405,13,0.000520479
MO,29,ANDREW,3,16492,0.018008695,138,0.008367693,16129,0.977989328,67,0.004062576,51,0.003092408,37,0.002243512,1,6.06E-05,3,0.000181906
MO,29,ATCHISON,5,6430,0.030948678,43,0.006687403,6211,0.965940902,132,0.020528771,12,0.001866252,9,0.001399689,0,0,3,0.000466563
MO,29,AUDRAIN,7,25853,0.085792751,189,0.007310564,23425,0.9060844,1849,0.071519746,66,0.002552895,88,0.00340386,6,0.000232081,20,0.000773605
MO,29,BARRY,9,34010,0.062393414,1713,0.050367539,31486,0.925786533,30,0.000882094,279,0.00820347,86,0.002528668,10,0.000294031,4,0.000117612
MO,29,BARTON,11,12541,0.023602582,119,0.009488876,12078,0.963081094,36,0.002870584,97,0.00773463,30,0.002392154,12,0.000956861,2,0.000159477
MO,29,BATES,13,16653,0.023899596,179,0.010748814,16114,0.967633459,101,0.006064973,89,0.005344382,22,0.001321083,2,0.000120098,5,0.000300246
MO,29,BENTON,15,17180,0.016996507,153,0.008905704,16709,0.9725844,24,0.001396973,89,0.005180442,21,0.001222352,2,0.000116414,3,0.000174622
MO,29,BOLLINGER,17,12029,0.016959016,68,0.005653005,11714,0.973813285,25,0.002078311,83,0.006899992,25,0.002078311,0,0,3,0.000249397
MO,29,BOONE,19,135454,0.138135456,2413,0.017814166,114367,0.844323534,11479,0.084744637,524,0.003868472,4000,0.02953032,40,0.000295303,255,0.001882558
MO,29,BUCHANAN,21,85998,0.076490151,2086,0.024256378,78406,0.911718877,3714,0.043187051,321,0.003732645,384,0.00446522,20,0.000232564,53,0.000616293
MO,29,BUTLER,23,40867,0.071867299,412,0.010081484,37435,0.916020261,2105,0.051508552,215,0.005260969,176,0.004306653,4,9.79E-05,25,0.000611741
MO,29,CALDWELL,25,8969,0.014159884,67,0.007470175,8786,0.979596388,12,0.001337942,29,0.003233359,11,0.001226447,0,0,8,0.000891961
MO,29,CALLAWAY,27,40766,0.076509846,377,0.009247903,37191,0.912304371,2303,0.056493156,200,0.004906049,207,0.005077761,3,7.36E-05,29,0.000711377
MO,29,CAMDEN,29,37051,0.020215379,346,0.009338479,35954,0.970392162,94,0.002537044,168,0.004534291,107,0.002887911,14,0.000377858,20,0.000539796
MO,29,CAPE GIRARDEAU,31,68693,0.073573726,624,0.009083895,62926,0.916046759,3607,0.052508989,234,0.003406461,511,0.007438895,18,0.000262035,60,0.000873451
MO,29,CARROLL,33,10285,0.028488031,73,0.007097715,9919,0.964414195,177,0.017209528,28,0.002722411,13,0.001263977,1,9.72E-05,1,9.72E-05
MO,29,CARTER,35,5941,0.026258205,72,0.012119172,5685,0.956909611,3,0.000504965,75,0.012624137,6,0.001009931,0,0,0,0
MO,29,CASS,37,82092,0.046874239,1816,0.022121522,77284,0.941431565,1147,0.013972129,441,0.005372022,387,0.004714223,26,0.000316718,31,0.000377625
MO,29,CEDAR,39,13733,0.027160854,153,0.011141047,13180,0.959732032,44,0.003203961,88,0.006407923,63,0.00458749,5,0.000364087,20,0.001456346
MO,29,CHARITON,41,8438,0.039819861,47,0.00557004,8067,0.956032235,264,0.031287035,13,0.001540649,11,0.001303626,0,0,1,0.000118511
MO,29,CHRISTIAN,43,54285,0.024242424,714,0.013152805,52409,0.965441651,139,0.00256056,281,0.005176384,154,0.002836879,15,0.000276319,13,0.000239477
MO,29,CLARK,45,7416,0.0105178,52,0.007011866,7294,0.983549083,5,0.000674218,15,0.002022654,5,0.000674218,1,0.000134844,0,0
MO,29,CLAY,47,184006,0.08139952,6594,0.035835788,166445,0.904562895,4794,0.026053498,798,0.004336815,2456,0.013347391,155,0.000842364,181,0.000983664
MO,29,CLINTON,49,18979,0.031666588,205,0.010801412,18191,0.958480426,284,0.014963907,65,0.003424838,32,0.001686074,1,5.27E-05,14,0.000737657
MO,29,COLE,51,71397,0.12450103,915,0.012815665,61684,0.863957869,7049,0.098729639,219,0.003067356,621,0.008697844,20,0.000280124,65,0.000910402
MO,29,COOPER,53,16670,0.104019196,143,0.008578284,14762,0.885542891,1482,0.08890222,58,0.003479304,34,0.002039592,3,0.000179964,14,0.000839832
MO,29,CRAWFORD,55,22804,0.015128925,176,0.007717944,22281,0.977065427,32,0.001403263,95,0.004165936,30,0.001315559,12,0.000526223,0,0
MO,29,DADE,57,7923,0.020320586,67,0.008456393,7670,0.968067651,21,0.002650511,56,0.00706803,11,0.001388363,4,0.000504859,2,0.00025243
MO,29,DALLAS,59,15661,0.019411276,147,0.009386374,15164,0.968265117,19,0.001213205,117,0.007470787,10,0.000638529,5,0.000319264,6,0.000383117
MO,29,DAVIESS,61,8016,0.013473053,55,0.006861277,7877,0.982659681,4,0.000499002,28,0.003493014,6,0.000748503,15,0.001871257,0,0
MO,29,DEKALB,63,11597,0.107700268,125,0.01077865,10250,0.883849271,1020,0.087953781,74,0.006380961,20,0.001724584,0,0,10,0.000862292
MO,29,DENT,65,14927,0.020767735,112,0.007503182,14420,0.966034702,55,0.003684598,105,0.007034233,32,0.002143766,2,0.000133985,4,0.000267971
MO,29,DOUGLAS,67,13084,0.020941578,110,0.008407215,12607,0.963543259,14,0.001070009,121,0.009247936,28,0.002140018,0,0,1,7.64E-05
MO,29,DUNKLIN,69,33155,0.117388042,824,0.024852963,28963,0.873563565,2873,0.086653597,97,0.002925652,88,0.0026542,3,9.05E-05,7,0.00021113
MO,29,FRANKLIN,71,93807,0.022034603,678,0.007227606,90993,0.970002239,880,0.009380963,212,0.002259959,243,0.002590425,16,0.000170563,38,0.000405087
MO,29,GASCONADE,73,15342,0.008864574,64,0.004171555,15101,0.984291487,17,0.001108069,27,0.001759875,24,0.001564333,1,6.52E-05,3,0.000195542
MO,29,GENTRY,75,6861,0.014575135,44,0.006413059,6723,0.979886314,8,0.001166011,21,0.003060778,11,0.001603265,11,0.001603265,5,0.000728757
MO,29,GREENE,77,240391,0.059727694,4434,0.01844495,222447,0.925354943,5322,0.022138932,1513,0.006293913,2681,0.011152664,136,0.000565745,272,0.00113149
MO,29,GRUNDY,79,10432,0.024923395,165,0.015816718,10088,0.96702454,41,0.003930215,36,0.00345092,16,0.001533742,1,9.59E-05,1,9.59E-05
MO,29,HARRISON,81,8850,0.015706215,89,0.010056497,8654,0.977853107,12,0.001355932,20,0.002259887,13,0.001468927,5,0.000564972,0,0
MO,29,HENRY,83,21997,0.028503888,201,0.00913761,21157,0.961812974,212,0.009637678,150,0.006819112,50,0.002273037,5,0.000227304,9,0.000409147
MO,29,HICKORY,85,8940,0.016219239,68,0.007606264,8675,0.970357942,7,0.000782998,56,0.006263982,10,0.001118568,0,0,4,0.000447427
MO,29,HOLT,87,5351,0.010465334,21,0.0039245,5255,0.982059428,5,0.000934405,25,0.004672024,4,0.000747524,1,0.000186881,0,0
MO,29,HOWARD,89,10212,0.082158245,88,0.008617313,9267,0.90746181,694,0.067959264,33,0.003231492,12,0.001175088,8,0.000783392,4,0.000391696
MO,29,HOWELL,91,37238,0.028331275,450,0.01208443,35623,0.956630324,114,0.003061389,331,0.00888877,130,0.003491058,11,0.000295397,19,0.000510231
MO,29,IRON,93,10697,0.02542769,62,0.005796018,10314,0.964195569,163,0.015237917,35,0.003271945,10,0.000934842,0,0,2,0.000186968
MO,29,JACKSON,95,654880,0.304730639,35160,0.053689226,443427,0.677111837,151333,0.231085084,2775,0.004237418,8307,0.012684767,1093,0.001669008,894,0.001365136
MO,29,JASPER,97,104686,0.069751447,3615,0.034531838,95336,0.910685287,1520,0.014519611,1341,0.012809736,714,0.006820396,46,0.000439409,66,0.000630457
MO,29,JEFFERSON,99,198099,0.023634648,2002,0.010106058,191753,0.967965512,1340,0.006764295,543,0.002741054,691,0.003488155,27,0.000136295,79,0.000398791
MO,29,JOHNSON,101,48258,0.095030876,1407,0.029155788,42803,0.886961747,2064,0.042770111,297,0.00615442,687,0.014235982,56,0.001160429,75,0.001554146
MO,29,KNOX,103,4361,0.008484292,26,0.005961935,4277,0.980738363,4,0.000917221,1,0.000229305,4,0.000917221,0,0,2,0.00045861
MO,29,LACLEDE,105,32513,0.024913111,401,0.012333528,31296,0.962568819,138,0.004244456,148,0.004552025,94,0.002891151,15,0.000461354,14,0.000430597
